date,AAPL,MMM
12/10/2017,156.35,216.6
13/10/2017,156.73,218.83
16/10/2017,157.9,217.7
17/10/2017,159.78,218.49
18/10/2017,160.42,217.52
19/10/2017,156.75,218.49
20/10/2017,156.61,219.95
23/10/2017,156.89,221.76
24/10/2017,156.29,229
25/10/2017,156.91,235.01
26/10/2017,157.23,238.26
27/10/2017,159.29,234.23
30/10/2017,163.89,233.66
31/10/2017,167.9,231.38
01/11/2017,169.87,231
02/11/2017,167.64,230.24
03/11/2017,174,231.56
06/11/2017,172.365,232.22
07/11/2017,173.91,230.38
08/11/2017,174.66,229.84
09/11/2017,175.11,228.54
10/11/2017,175.11,227.47
13/11/2017,173.5,226.73
14/11/2017,173.04,228.14
15/11/2017,169.97,228.07
16/11/2017,171.18,227.79
17/11/2017,171.04,228.43
20/11/2017,170.29,229.9
21/11/2017,170.78,232.21
22/11/2017,173.36,233.06
24/11/2017,175.1,232.03
27/11/2017,175.05,231.75
28/11/2017,174.3,234.12
29/11/2017,172.63,236.05
30/11/2017,170.43,238.86
01/12/2017,169.95,243.19
04/12/2017,172.48,243.05
05/12/2017,169.06,240.22
06/12/2017,167.5,238.96
07/12/2017,169.03,238.45
08/12/2017,170.49,240
11/12/2017,169.2,238.85
12/12/2017,172.15,241.55
13/12/2017,172.5,236.91
14/12/2017,172.4,239.895
15/12/2017,173.63,239
18/12/2017,174.88,239.81
19/12/2017,175.03,239.205
20/12/2017,174.87,238.14
21/12/2017,174.17,236.95
22/12/2017,174.68,234.57
26/12/2017,170.8,235.08
27/12/2017,170.1,235.52
28/12/2017,171,236.94
29/12/2017,170.52,236.48
02/01/2018,170.16,235.78
03/01/2018,172.53,235.07
04/01/2018,172.54,237
05/01/2018,173.44,238.65
08/01/2018,174.35,239.38
09/01/2018,174.55,239.6
10/01/2018,173.16,241
11/01/2018,174.59,240.74
12/01/2018,176.18,243.07
16/01/2018,177.9,245.3
17/01/2018,176.15,246.85
18/01/2018,179.37,248.13
19/01/2018,178.61,246.63
22/01/2018,177.3,247.13
23/01/2018,177.3,246.91
24/01/2018,177.25,247.99
25/01/2018,174.505,250
26/01/2018,172,253.43
29/01/2018,170.16,258.51
30/01/2018,165.525,255.6
31/01/2018,166.87,251.49
01/02/2018,167.165,247.44
02/02/2018,166,246.43
05/02/2018,159.1,243.5
06/02/2018,154.83,227.51
07/02/2018,163.085,233.19
